Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
30544922,05/04/2015 04:08:00 PM,,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10009,,,,,AVENUE B,EAST 14 STREET,INTERSECTION,NEW YORK,,DSNY Garage,Open,,The Department of Sanitation is in the process of investigating this complaint.,,03 MANHATTAN,MANHATTAN,990340,205029,Unspecified,MANHATTAN,,,,,,,,40.72943182997348,-73.97802700657319,"(40.72943182997348, -73.97802700657319)"
30561492,05/06/2015 08:54:00 PM,,DSNY,Manhattan 06,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10009,,,,,EAST 14 STREET,AVENUE A,INTERSECTION,NEW YORK,,DSNY Garage,Open,,The Department of Sanitation is in the process of investigating this complaint.,,03 MANHATTAN,MANHATTAN,989699,205397,Unspecified,MANHATTAN,,,,,,,,40.73044231804128,-73.98033946526458,"(40.73044231804128, -73.98033946526458)"
30562546,05/06/2015 08:51:00 PM,,DSNY,Manhattan 06,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10009,,,,,EAST 14 STREET,1 AVENUE,INTERSECTION,NEW YORK,,DSNY Garage,Open,,The Department of Sanitation is in the process of investigating this complaint.,,03 MANHATTAN,MANHATTAN,989085,205728,Unspecified,MANHATTAN,,,,,,,,40.731351188882584,-73.98255460051172,"(40.731351188882584, -73.98255460051172)"
30572741,05/08/2015 11:47:00 AM,,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10003,2 AVENUE,2 AVENUE,EAST   10 STREET,EAST   11 STREET,,,BLOCKFACE,NEW YORK,,DSNY Garage,Open,,The Department of Sanitation is in the process of investigating this complaint.,,03 MANHATTAN,MANHATTAN,987966,205264,Unspecified,MANHATTAN,,,,,,,,40.73007816341912,-73.98659237520569,"(40.73007816341912, -73.98659237520569)"
30593712,05/11/2015 03:56:00 PM,05/15/2015 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10009,,,,,EAST 14 STREET,1 AVENUE,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,05/15/2015 12:00:00 PM,03 MANHATTAN,MANHATTAN,989085,205728,Unspecified,MANHATTAN,,,,,,,,40.731351188882584,-73.98255460051172,"(40.731351188882584, -73.98255460051172)"
30595790,05/11/2015 03:58:00 PM,05/13/2015 12:00:00 PM,DSNY,Manhattan 06,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10009,,,,,EAST 14 STREET,AVENUE A,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",05/13/2015 12:00:00 PM,03 MANHATTAN,MANHATTAN,989699,205397,Unspecified,MANHATTAN,,,,,,,,40.73044231804128,-73.98033946526458,"(40.73044231804128, -73.98033946526458)"
30603807,05/12/2015 09:19:00 AM,05/18/2015 12:00:00 PM,DSNY,Manhattan 03,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Sidewalk,10009,,,,,EAST 14 STREET,1 AVENUE,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,05/18/2015 12:00:00 PM,03 MANHATTAN,MANHATTAN,989085,205728,Unspecified,MANHATTAN,,,,,,,,40.731351188882584,-73.98255460051172,"(40.731351188882584, -73.98255460051172)"
30621963,05/14/2015 04:43:00 PM,05/16/2015 12:00:00 PM,DSNY,Manhattan 06,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Sidewalk,10003,,,,,3 AVENUE,EAST 14 STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,05/16/2015 12:00:00 PM,03 MANHATTAN,MANHATTAN,987803,206435,Unspecified,MANHATTAN,,,,,,,,40.73329233817604,-73.98717987386496,"(40.73329233817604, -73.98717987386496)"
30622072,05/14/2015 08:49:00 AM,05/15/2015 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,192 EAST BROADWAY,EAST BROADWAY,JEFFERSON STREET,CLINTON STREET,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,05/15/2015 12:00:00 PM,03 MANHATTAN,MANHATTAN,987394,199478,Unspecified,MANHATTAN,,,,,,,,40.714197213721604,-73.98865889969987,"(40.714197213721604, -73.98865889969987)"
30630906,05/15/2015 05:34:00 AM,05/16/2015 12:00:00 PM,DSNY,Manhattan 03,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Sidewalk,10003,,,,,3 AVENUE,EAST 14 STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,05/16/2015 12:00:00 PM,03 MANHATTAN,MANHATTAN,987803,206435,Unspecified,MANHATTAN,,,,,,,,40.73329233817604,-73.98717987386496,"(40.73329233817604, -73.98717987386496)"
30637793,05/16/2015 03:32:00 PM,05/17/2015 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10009,602 EAST   14 STREET,EAST   14 STREET,,,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",05/17/2015 12:00:00 PM,03 MANHATTAN,MANHATTAN,990396,204995,Unspecified,MANHATTAN,,,,,,,,40.729338469552204,-73.977824987122,"(40.729338469552204, -73.977824987122)"
30639640,05/17/2015 11:26:00 AM,,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,,,,,DELANCY STREET,CLINTON STREET,INTERSECTION,NEW YORK,,DSNY Garage,Open,,The Department of Sanitation is in the process of investigating this complaint.,,03 MANHATTAN,MANHATTAN,988196,200763,Unspecified,MANHATTAN,,,,,,,,40.71772390969891,-73.98576515589916,"(40.71772390969891, -73.98576515589916)"
30642883,05/16/2015 03:18:00 PM,,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10009,,,,,EAST 12 STREET,AVENUE D,INTERSECTION,NEW YORK,,DSNY Garage,Open,,The Department of Sanitation is in the process of investigating this complaint.,,03 MANHATTAN,MANHATTAN,991382,203819,Unspecified,MANHATTAN,,,,,,,,40.72610989629158,-73.97426870640514,"(40.72610989629158, -73.97426870640514)"
30756745,06/02/2015 11:41:00 AM,,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10009,,,,,EAST 7 STREET,AVENUE B,INTERSECTION,NEW YORK,,DSNY Garage,Open,,The Department of Sanitation is in the process of investigating this complaint.,,03 MANHATTAN,MANHATTAN,989458,203441,Unspecified,MANHATTAN,,,,,,,,40.72507372015764,-73.98121053105199,"(40.72507372015764, -73.98121053105199)"
30771169,06/04/2015 03:40:00 PM,06/05/2015 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10009,,,,,EAST 12 STREET,AVENUE D,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,06/05/2015 12:00:00 PM,03 MANHATTAN,MANHATTAN,991382,203819,Unspecified,MANHATTAN,,,,,,,,40.72610989629158,-73.97426870640514,"(40.72610989629158, -73.97426870640514)"
30853566,06/13/2015 11:31:00 AM,,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,52 RIVINGTON STREET,RIVINGTON STREET,FORSYTH STREET,ELDRIDGE STREET,,,ADDRESS,NEW YORK,,DSNY Garage,Open,,The Department of Sanitation is in the process of investigating this complaint.,,03 MANHATTAN,MANHATTAN,986813,201888,Unspecified,MANHATTAN,,,,,,,,40.72081227275736,-73.9907537769954,"(40.72081227275736, -73.9907537769954)"
30875550,06/17/2015 12:16:00 PM,06/18/2015 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10009,,,,,EAST 5 STREET,AVENUE C,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,06/18/2015 12:00:00 PM,03 MANHATTAN,MANHATTAN,989869,202646,Unspecified,MANHATTAN,,,,,,,,40.72289138636676,-73.9797283853858,"(40.72289138636676, -73.9797283853858)"
30875575,06/17/2015 03:16:00 PM,06/18/2015 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10009,AVENUE C,AVENUE C,EAST   10 STREET,EAST   11 STREET,,,BLOCKFACE,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,06/18/2015 12:00:00 PM,03 MANHATTAN,MANHATTAN,990538,203841,Unspecified,MANHATTAN,,,,,,,,40.7261709211593,-73.97731372381261,"(40.7261709211593, -73.97731372381261)"
30876611,06/17/2015 03:12:00 PM,06/18/2015 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10009,,,,,AVENUE D,EAST 12 STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,06/18/2015 12:00:00 PM,03 MANHATTAN,MANHATTAN,991382,203819,Unspecified,MANHATTAN,,,,,,,,40.72610989629158,-73.97426870640514,"(40.72610989629158, -73.97426870640514)"
30880693,06/18/2015 01:30:00 PM,06/22/2015 12:00:00 PM,DSNY,Manhattan 03,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Sidewalk,10009,,,,,EAST 14 STREET,1 AVENUE,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,06/22/2015 12:00:00 PM,03 MANHATTAN,MANHATTAN,989085,205728,Unspecified,MANHATTAN,,,,,,,,40.731351188882584,-73.98255460051172,"(40.731351188882584, -73.98255460051172)"
30919967,06/23/2015 07:53:00 PM,,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10009,,,,,EAST 10 STREET,AVENUE C,INTERSECTION,NEW YORK,,DSNY Garage,Open,,The Department of Sanitation is in the process of investigating this complaint.,,03 MANHATTAN,MANHATTAN,990477,203734,Unspecified,MANHATTAN,,,,,,,,40.72587727533394,-73.9775339027806,"(40.72587727533394, -73.9775339027806)"
30938523,06/25/2015 10:08:00 AM,,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,192 EAST BROADWAY,EAST BROADWAY,JEFFERSON STREET,CLINTON STREET,,,ADDRESS,NEW YORK,,DSNY Garage,Open,,The Department of Sanitation is in the process of investigating this complaint.,,03 MANHATTAN,MANHATTAN,987394,199478,Unspecified,MANHATTAN,,,,,,,,40.714197213721604,-73.98865889969987,"(40.714197213721604, -73.98865889969987)"
30993034,07/02/2015 12:39:00 PM,07/03/2015 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10009,,,,,AVENUE A,EAST 12 STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/03/2015 12:00:00 PM,03 MANHATTAN,MANHATTAN,989426,204903,Unspecified,MANHATTAN,,,,,,,,40.72908657283171,-73.98132485642151,"(40.72908657283171, -73.98132485642151)"
31000961,07/04/2015 09:34:00 AM,07/07/2015 12:00:00 PM,DSNY,Manhattan 06,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10009,,,,,EAST 14 STREET,1 AVENUE,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,07/07/2015 12:00:00 PM,03 MANHATTAN,MANHATTAN,989085,205728,Unspecified,MANHATTAN,,,,,,,,40.731351188882584,-73.98255460051172,"(40.731351188882584, -73.98255460051172)"
31038248,07/09/2015 03:04:00 PM,,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10009,,,,,AVENUE D,EAST 12 STREET,INTERSECTION,NEW YORK,,DSNY Garage,Open,,The Department of Sanitation is in the process of investigating this complaint.,,03 MANHATTAN,MANHATTAN,991382,203819,Unspecified,MANHATTAN,,,,,,,,40.72610989629158,-73.97426870640514,"(40.72610989629158, -73.97426870640514)"
31043399,07/10/2015 02:47:00 PM,07/11/2015 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10009,,,,,EAST 12 STREET,AVENUE D,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/11/2015 12:00:00 PM,03 MANHATTAN,MANHATTAN,991382,203819,Unspecified,MANHATTAN,,,,,,,,40.72610989629158,-73.97426870640514,"(40.72610989629158, -73.97426870640514)"
31045102,07/10/2015 12:46:00 PM,,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10003,,,,,2 AVENUE,EAST 11 STREET,INTERSECTION,NEW YORK,,DSNY Garage,Open,,The Department of Sanitation is in the process of investigating this complaint.,,03 MANHATTAN,MANHATTAN,988026,205374,Unspecified,MANHATTAN,,,,,,,,40.730380061088596,-73.9863758286881,"(40.730380061088596, -73.9863758286881)"
31073560,07/14/2015 01:54:00 PM,07/14/2015 01:54:00 PM,DSNY,Manhattan 03,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Sidewalk,10009,220 1 AVENUE,1 AVENUE,,,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/14/2015 01:54:00 PM,03 MANHATTAN,MANHATTAN,988978,205533,Unspecified,MANHATTAN,,,,,,,,40.73081601951389,-73.98294080944534,"(40.73081601951389, -73.98294080944534)"
31077351,07/14/2015 07:39:00 PM,07/15/2015 12:00:00 PM,DSNY,Manhattan 06,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10009,,,,,EAST 14 STREET,1 AVENUE,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/15/2015 12:00:00 PM,03 MANHATTAN,MANHATTAN,989085,205728,Unspecified,MANHATTAN,,,,,,,,40.731351188882584,-73.98255460051172,"(40.731351188882584, -73.98255460051172)"
31086084,07/15/2015 09:58:00 AM,,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10009,,,,,1 AVENUE,EAST 14 STREET,INTERSECTION,NEW YORK,,DSNY Garage,Open,,The Department of Sanitation is in the process of investigating this complaint.,,03 MANHATTAN,MANHATTAN,989085,205728,Unspecified,MANHATTAN,,,,,,,,40.731351188882584,-73.98255460051172,"(40.731351188882584, -73.98255460051172)"
31111486,07/18/2015 02:06:00 PM,07/18/2015 02:06:00 PM,DSNY,Manhattan 03,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Sidewalk,10009,,,,,AVENUE A,EAST 7 STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,07/18/2015 02:06:00 PM,03 MANHATTAN,MANHATTAN,988814,203798,Unspecified,MANHATTAN,,,,,,,,40.726053954118946,-73.98353371783699,"(40.726053954118946, -73.98353371783699)"
31114377,07/19/2015 10:00:00 AM,,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,290 GRAND STREET,GRAND STREET,,,,,ADDRESS,NEW YORK,,DSNY Garage,Open,,The Department of Sanitation is in the process of investigating this complaint.,,03 MANHATTAN,MANHATTAN,986440,200729,Unspecified,MANHATTAN,,,,,,,,40.71763119682121,-73.99209978076,"(40.71763119682121, -73.99209978076)"
31209772,07/31/2015 01:59:00 PM,08/03/2015 12:00:00 PM,DSNY,Manhattan 03,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Sidewalk,10009,EAST    9 STREET,EAST    9 STREET,1 AVENUE,AVENUE A,,,BLOCKFACE,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,08/03/2015 12:00:00 PM,03 MANHATTAN,MANHATTAN,988751,204404,Unspecified,MANHATTAN,,,,,,,,40.727717308846245,-73.98376060781403,"(40.727717308846245, -73.98376060781403)"
38925527,04/11/2018 03:37:00 PM,04/13/2018 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10009,15 AVENUE C,AVENUE C,EAST 2 STREET,EAST 3 STREET,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,The location does not meet the criteria for Litter Basket placement.,04/13/2018 12:00:00 PM,03 MANHATTAN,MANHATTAN,989507,201997,Unspecified,MANHATTAN,,,,,,,,40.721110260751395,-73.98103487633362,"(40.721110260751395, -73.98103487633362)"
31356379,08/20/2015 03:51:00 PM,08/21/2015 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,69 MADISON STREET,MADISON STREET,CATHERINE STREET,MARKET STREET,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,08/21/2015 12:00:00 PM,03 MANHATTAN,MANHATTAN,985203,198719,Unspecified,MANHATTAN,,,,,,,,40.71211444695136,-73.99656242657707,"(40.71211444695136, -73.99656242657707)"
31384702,08/24/2015 01:49:00 PM,08/26/2015 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10009,,,,,AVENUE A,EAST 13 STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",08/26/2015 12:00:00 PM,03 MANHATTAN,MANHATTAN,989555,205136,Unspecified,MANHATTAN,,,,,,,,40.729726024447544,-73.98085923736338,"(40.729726024447544, -73.98085923736338)"
31399842,08/26/2015 06:49:00 AM,08/26/2015 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,GRAND STREET,GRAND STREET,FORSYTH STREET,CHRYSTIE STREET,,,BLOCKFACE,NEW YORK,,DSNY Garage,Closed,,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",08/26/2015 12:00:00 PM,03 MANHATTAN,MANHATTAN,986062,200875,Unspecified,MANHATTAN,,,,,,,,40.7180320172644,-73.99346334093778,"(40.7180320172644, -73.99346334093778)"
31452777,09/03/2015 08:51:00 AM,09/04/2015 12:00:00 PM,DSNY,Manhattan 06,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Sidewalk,10003,,,,,EAST 14 STREET,3 AVENUE,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,09/04/2015 12:00:00 PM,03 MANHATTAN,MANHATTAN,987803,206435,Unspecified,MANHATTAN,,,,,,,,40.73329233817604,-73.98717987386496,"(40.73329233817604, -73.98717987386496)"
31455714,09/03/2015 08:52:00 AM,09/03/2015 12:00:00 PM,DSNY,Manhattan 03,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Sidewalk,10009,,,,,EAST 4 STREET,AVENUE A,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation removed the items.,09/03/2015 12:00:00 PM,03 MANHATTAN,MANHATTAN,988453,203147,Unspecified,MANHATTAN,,,,,,,,40.72426729609781,-73.98483656256414,"(40.72426729609781, -73.98483656256414)"
31542552,09/15/2015 10:27:00 AM,09/18/2015 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10009,200 FIRST AVENUE,FIRST AVENUE,EAST 12 STREET,EAST 13 STREET,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,09/18/2015 12:00:00 PM,03 MANHATTAN,MANHATTAN,988845,205290,Unspecified,MANHATTAN,,,,,,,,40.73014911410296,-73.98342085531405,"(40.73014911410296, -73.98342085531405)"
31613065,09/25/2015 02:27:00 PM,,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10009,,,,,AVENUE D,EAST 12 STREET,INTERSECTION,NEW YORK,,DSNY Garage,Open,,The Department of Sanitation is in the process of investigating this complaint.,,03 MANHATTAN,MANHATTAN,991382,203819,Unspecified,MANHATTAN,,,,,,,,40.72610989629158,-73.97426870640514,"(40.72610989629158, -73.97426870640514)"
31643447,09/28/2015 06:54:00 PM,,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10038,8 HENRY STREET,HENRY STREET,OLIVER STREET,CATHERINE STREET,,,ADDRESS,NEW YORK,,DSNY Garage,Open,,The Department of Sanitation is in the process of investigating this complaint.,,03 MANHATTAN,MANHATTAN,984946,198954,Unspecified,MANHATTAN,,,,,,,,40.71275948994351,-73.99748942890275,"(40.71275948994351, -73.99748942890275)"
31757533,10/15/2015 09:19:00 AM,10/16/2015 12:00:00 PM,DSNY,Manhattan 03,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Sidewalk,10009,,,,,EAST 9 STREET,1 AVENUE,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",10/18/2015 12:00:00 PM,03 MANHATTAN,MANHATTAN,988447,204571,Unspecified,MANHATTAN,,,,,,,,40.72817583258266,-73.98485732105792,"(40.72817583258266, -73.98485732105792)"
31767343,10/16/2015 04:03:00 PM,10/18/2015 12:00:00 PM,DSNY,Manhattan 03,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Sidewalk,10002,,,,,LUDLOW STREET,STANTON STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,10/18/2015 12:00:00 PM,03 MANHATTAN,MANHATTAN,987640,202042,Unspecified,MANHATTAN,,,,,,,,40.72123468734571,-73.98777023226815,"(40.72123468734571, -73.98777023226815)"
31796188,10/19/2015 08:13:00 PM,10/20/2015 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10009,,,,,EAST 12 STREET,AVENUE D,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The location does not meet the criteria for Litter Basket placement.,10/20/2015 12:00:00 PM,03 MANHATTAN,MANHATTAN,991382,203819,Unspecified,MANHATTAN,,,,,,,,40.72610989629158,-73.97426870640514,"(40.72610989629158, -73.97426870640514)"
31820640,10/26/2015 02:08:00 PM,10/27/2015 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10009,,,,,AVENUE D,EAST 12 STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The location does not meet the criteria for Litter Basket placement.,10/27/2015 12:00:00 PM,03 MANHATTAN,MANHATTAN,991382,203819,Unspecified,MANHATTAN,,,,,,,,40.72610989629158,-73.97426870640514,"(40.72610989629158, -73.97426870640514)"
31867562,10/20/2015 04:30:00 PM,10/22/2015 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,69 MADISON STREET,MADISON STREET,CATHERINE STREET,MARKET STREET,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,The location does not meet the criteria for Litter Basket placement.,10/22/2015 12:00:00 PM,03 MANHATTAN,MANHATTAN,985203,198719,Unspecified,MANHATTAN,,,,,,,,40.71211444695136,-73.99656242657707,"(40.71211444695136, -73.99656242657707)"
31868700,10/21/2015 07:39:00 PM,10/22/2015 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10009,,,,,EAST 12 STREET,AVENUE C,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The location does not meet the criteria for Litter Basket placement.,10/22/2015 12:00:00 PM,03 MANHATTAN,MANHATTAN,990725,204176,Unspecified,MANHATTAN,,,,,,,,40.727090279701,-73.976638730132,"(40.727090279701, -73.976638730132)"
31872591,10/19/2015 04:05:00 PM,10/20/2015 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10009,411 EAST   10 STREET,EAST   10 STREET,AVENUE C,SZOLD PLACE,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,The location does not meet the criteria for Litter Basket placement.,10/20/2015 12:00:00 PM,03 MANHATTAN,MANHATTAN,990650,203643,Unspecified,MANHATTAN,,,,,,,,40.72562737898223,-73.9769098308769,"(40.72562737898223, -73.9769098308769)"
31886220,10/31/2015 02:12:00 PM,11/02/2015 12:00:00 PM,DSNY,Manhattan 03,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Sidewalk,10003,,,,,EAST 12 STREET,3 AVENUE,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,11/02/2015 12:00:00 PM,03 MANHATTAN,MANHATTAN,987533,205951,Unspecified,MANHATTAN,,,,,,,,40.73196398139968,-73.9881543385705,"(40.73196398139968, -73.9881543385705)"
31892278,11/01/2015 11:12:00 AM,11/03/2015 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,,,,,EAST BROADWAY,PIKE STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The location does not meet the criteria for Litter Basket placement.,11/03/2015 12:00:00 PM,03 MANHATTAN,MANHATTAN,986267,199349,Unspecified,MANHATTAN,,,,,,,,40.71384346822521,-73.99272427548813,"(40.71384346822521, -73.99272427548813)"
31904914,11/03/2015 02:33:00 PM,11/05/2015 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,69 MADISON STREET,MADISON STREET,CATHERINE STREET,MARKET STREET,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,The location does not meet the criteria for Litter Basket placement.,11/05/2015 12:00:00 PM,03 MANHATTAN,MANHATTAN,985203,198719,Unspecified,MANHATTAN,,,,,,,,40.71211444695136,-73.99656242657707,"(40.71211444695136, -73.99656242657707)"
31916151,11/05/2015 03:58:00 PM,11/07/2015 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10009,,,,,AVENUE D,EAST 12 STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The location does not meet the criteria for Litter Basket placement.,11/07/2015 12:00:00 PM,03 MANHATTAN,MANHATTAN,991382,203819,Unspecified,MANHATTAN,,,,,,,,40.72610989629158,-73.97426870640514,"(40.72610989629158, -73.97426870640514)"
